sa2_code21,sa4_name21,z_business,z_stops,z_poi,z_schools,z_total,score
118021569,Sydney - Eastern Suburbs,-0.27440820174506697,-0.5551069202722112,-0.8165884223529971,-0.39198020309005055,-2.038083747460326,0.11526200107975813
118021570,Sydney - Eastern Suburbs,-0.05143101643540818,-0.3161886102010133,0.020804800569503113,0.268646851049236,-0.07816797501768234,0.48046795067949377
118021651,Sydney - Eastern Suburbs,-0.07524887265080728,-0.4796590328813066,-0.3551676668650888,-1.438163765146705,-2.348239337543908,0.08720582104999063
118021652,Sydney - Eastern Suburbs,-0.3827824273546576,-0.3413379059979815,0.9265566539346565,-0.39121597587578444,-0.18877965529376708,0.452944748549744
118021653,Sydney - Eastern Suburbs,-0.3235184307530519,-0.3161886102010133,-0.2013607483691194,-0.8574911105420282,-1.6985588998652128,0.15465357477934388
118021654,Sydney - Eastern Suburbs,-0.26414427045308647,-1.3221604420797415,-0.8336780799636604,-0.9116980286224127,-3.331680821118901,0.03450019841714952
121011399,Sydney - North Sydney and Hornsby,-0.46285073177132713,0.702357869576199,0.10625308862281946,-0.6209399009564154,-0.2751796745287241,0.43163593708322984
121011401,Sydney - North Sydney and Hornsby,2.1491247086518177,-1.397608329470646,-0.5260642429717215,2.117343834826531,2.3427959710359816,0.9123599069861733
121011682,Sydney - North Sydney and Hornsby,-0.49101679539997123,-1.4982055126585188,-0.7482297919103441,1.1389708789947623,-1.5984812209740717,0.16819399223497922
121011683,Sydney - North Sydney and Hornsby,0.23584984863562738,0.5640367426928738,0.8069290506600135,-0.3700933160992011,1.2367223258893136,0.77499297238997
121011684,Sydney - North Sydney and Hornsby,2.150550763569185,-0.12756889172375177,-0.16718143314779285,-0.23432596945210526,1.6214744692455352,0.8349983767692228
121011685,Sydney - North Sydney and Hornsby,0.3116062420502095,0.6772085737792307,0.8581980234920034,0.23998788553932118,2.087000724860765,0.8896332830550456
121011686,Sydney - North Sydney and Hornsby,0.15963660894023834,0.26224519312925537,0.32841863756144196,-0.6941971908068467,0.05610324882408895,0.5140221344228573
121011687,Sydney - North Sydney and Hornsby,-0.08686060702885691,-0.32876325809949736,-0.679871161467691,-0.07639204697744086,-1.171887073573486,0.23651405625133876
121021403,Sydney - North Sydney and Hornsby,-0.5941103559025789,2.689152237536687,0.0037151429588398416,-0.3544325220343313,1.7443245025586167,0.8512355250329837
121021404,Sydney - North Sydney and Hornsby,-0.6531741937970501,0.46343955950500104,-0.21845040597978269,0.0966351688862393,-0.3115498713855924,0.422736477993651
121021406,Sydney - North Sydney and Hornsby,-0.4508769633582623,1.934673363627641,0.2771496647294522,-0.1658608059488174,1.5950852590500133,0.8313303609802531
121021577,Sydney - North Sydney and Hornsby,0.27796753623760123,-1.0455181883130913,-0.6286021886357012,1.866004346937181,0.46985150622598976,0.615348609304222
121021578,Sydney - North Sydney and Hornsby,-0.6095436392820225,0.04847617885502567,-0.6286021886357012,1.8265397084288006,0.6368700593661027,0.6540455909568529
121021579,Sydney - North Sydney and Hornsby,-0.6553609601591935,-0.9700703009221866,-0.7653194495210073,0.38874407927094173,-2.0020066313314455,0.1189923995389888
121031407,Sydney - North Sydney and Hornsby,0.2822943073258543,0.4885888553019692,1.6101429583611873,-0.11711030266761033,2.2639158183214003,0.90584414445672
121031408,Sydney - North Sydney and Hornsby,-0.0024203073882521097,2.211315617394291,2.1399223442917488,-0.8169899449871058,3.531827709310682,0.9715799232284784
121031409,Sydney - North Sydney and Hornsby,0.2975771029299228,1.6203071661655384,1.1999911757052688,0.01947570928242598,3.137351154083156,0.958407418830248
121031410,Sydney - North Sydney and Hornsby,-0.180437252879459,1.2807916729064677,0.7898393930493502,-0.7876428674393847,1.1025509456369742,0.7507377707714105
121031411,Sydney - North Sydney and Hornsby,-0.2747463419462755,1.4945606871806973,5.592033181645729,0.3486302868775975,7.1604778137577485,0.9992239194143222
121031412,Sydney - North Sydney and Hornsby,-0.0187091963072405,1.067022658632238,2.0032050834064425,0.1982051511044208,3.2497236968358605,0.9626631828216792
121041413,Sydney - North Sydney and Hornsby,0.0037183512508793125,-0.3790618496934338,1.1999911757052688,-0.40732052509622474,0.41732715216648963,0.6028434842787269
121041414,Sydney - North Sydney and Hornsby,0.4792119134115747,-0.5928308639676635,0.9436463115453197,-0.0017794751373657871,0.828247885851865,0.69598432709468
121041416,Sydney - North Sydney and Hornsby,0.6590317193112338,-0.781450582444925,-0.30389869403309905,-0.268644616531218,-0.6949621736980083,0.33293012360604407
121041417,Sydney - North Sydney and Hornsby,5.6173631153295975,-0.4167857933888861,0.12334274623348274,-0.01995976313985569,5.303960305034338,0.995052732380632
121041688,Sydney - North Sydney and Hornsby,0.28341274547852563,0.211946601535319,-0.4406159549184052,-1.2800564287563363,-1.2253130366608969,0.2270028065735349
121041689,Sydney - North Sydney and Hornsby,0.3958531585109698,0.4508649116065169,-0.0304641722624867,-1.3585425335265984,-0.5422886356715982,0.36765534806902483
